date,medicine,quantity_sold
2023-06-14,Loratadine,23
2023-06-15,Loratadine,14
2023-06-16,Loratadine,27
2023-06-17,Loratadine,18
2023-06-18,Loratadine,13
2023-06-19,Loratadine,15
2023-06-20,Loratadine,16
2023-06-21,Loratadine,26
2023-06-22,Loratadine,29
2023-06-23,Loratadine,24
2023-06-24,Loratadine,13
2023-06-25,Loratadine,13
2023-06-26,Loratadine,32
2023-06-27,Loratadine,21
2023-06-28,Loratadine,28
2023-06-29,Loratadine,16
2023-06-30,Loratadine,21
2023-07-01,Loratadine,20
2023-07-02,Loratadine,13
2023-07-03,Loratadine,16
2023-07-04,Loratadine,16
2023-07-05,Loratadine,26
2023-07-06,Loratadine,26
2023-07-07,Loratadine,30
2023-07-08,Loratadine,25
2023-07-09,Loratadine,13
2023-07-10,Loratadine,18
2023-07-11,Loratadine,28
2023-07-12,Loratadine,24
2023-07-13,Loratadine,14
2023-07-14,Loratadine,16
2023-07-15,Loratadine,19
2023-07-16,Loratadine,12
2023-07-17,Loratadine,20
2023-07-18,Loratadine,26
2023-07-19,Loratadine,25
2023-07-20,Loratadine,27
2023-07-21,Loratadine,10
2023-07-22,Loratadine,18
2023-07-23,Loratadine,14
2023-07-24,Loratadine,12
2023-07-25,Loratadine,17
2023-07-26,Loratadine,16
2023-07-27,Loratadine,20
2023-07-28,Loratadine,31
2023-07-29,Loratadine,26
2023-07-30,Loratadine,7
2023-07-31,Loratadine,22
2023-08-01,Loratadine,24
2023-08-02,Loratadine,23
2023-08-03,Loratadine,22
2023-08-04,Loratadine,23
2023-08-05,Loratadine,25
2023-08-06,Loratadine,16
2023-08-07,Loratadine,14
2023-08-08,Loratadine,25
2023-08-09,Loratadine,26
2023-08-10,Loratadine,21
2023-08-11,Loratadine,28
2023-08-12,Loratadine,18
2023-08-13,Loratadine,13
2023-08-14,Loratadine,14
2023-08-15,Loratadine,10
2023-08-16,Loratadine,20
2023-08-17,Loratadine,16
2023-08-18,Loratadine,15
2023-08-19,Loratadine,23
2023-08-20,Loratadine,10
2023-08-21,Loratadine,14
2023-08-22,Loratadine,18
2023-08-23,Loratadine,22
2023-08-24,Loratadine,25
2023-08-25,Loratadine,17
2023-08-26,Loratadine,17
2023-08-27,Loratadine,15
2023-08-28,Loratadine,10
2023-08-29,Loratadine,20
2023-08-30,Loratadine,18
2023-08-31,Loratadine,19
2023-09-01,Loratadine,16
2023-09-02,Loratadine,15
2023-09-03,Loratadine,15
2023-09-04,Loratadine,15
2023-09-05,Loratadine,19
2023-09-06,Loratadine,27
2023-09-07,Loratadine,14
2023-09-08,Loratadine,27
2023-09-09,Loratadine,14
2023-09-10,Loratadine,15
2023-09-11,Loratadine,20
2023-09-12,Loratadine,19
2023-09-13,Loratadine,17
2023-09-14,Loratadine,14
2023-09-15,Loratadine,19
2023-09-16,Loratadine,18
2023-09-17,Loratadine,10
2023-09-18,Loratadine,15
2023-09-19,Loratadine,16
2023-09-20,Loratadine,22
2023-09-21,Loratadine,22
2023-09-22,Loratadine,15
2023-09-23,Loratadine,12
2023-09-24,Loratadine,11
2023-09-25,Loratadine,23
2023-09-26,Loratadine,23
2023-09-27,Loratadine,12
2023-09-28,Loratadine,15
2023-09-29,Loratadine,14
2023-09-30,Loratadine,13
2023-10-01,Loratadine,15
2023-10-02,Loratadine,10
2023-10-03,Loratadine,10
2023-10-04,Loratadine,14
2023-10-05,Loratadine,18
2023-10-06,Loratadine,21
2023-10-07,Loratadine,16
2023-10-08,Loratadine,14
2023-10-09,Loratadine,9
2023-10-10,Loratadine,23
2023-10-11,Loratadine,16
2023-10-12,Loratadine,20
2023-10-13,Loratadine,12
2023-10-14,Loratadine,14
2023-10-15,Loratadine,11
2023-10-16,Loratadine,22
2023-10-17,Loratadine,10
2023-10-18,Loratadine,18
2023-10-19,Loratadine,12
2023-10-20,Loratadine,21
2023-10-21,Loratadine,17
2023-10-22,Loratadine,14
2023-10-23,Loratadine,14
2023-10-24,Loratadine,22
2023-10-25,Loratadine,24
2023-10-26,Loratadine,9
2023-10-27,Loratadine,21
2023-10-28,Loratadine,18
2023-10-29,Loratadine,10
2023-10-30,Loratadine,11
2023-10-31,Loratadine,22
2023-11-01,Loratadine,12
2023-11-02,Loratadine,16
2023-11-03,Loratadine,18
2023-11-04,Loratadine,17
2023-11-05,Loratadine,9
2023-11-06,Loratadine,10
2023-11-07,Loratadine,18
2023-11-08,Loratadine,22
2023-11-09,Loratadine,27
2023-11-10,Loratadine,11
2023-11-11,Loratadine,16
2023-11-12,Loratadine,7
2023-11-13,Loratadine,21
2023-11-14,Loratadine,13
2023-11-15,Loratadine,14
2023-11-16,Loratadine,14
2023-11-17,Loratadine,18
2023-11-18,Loratadine,11
2023-11-19,Loratadine,12
2023-11-20,Loratadine,17
2023-11-21,Loratadine,11
2023-11-22,Loratadine,21
2023-11-23,Loratadine,17
2023-11-24,Loratadine,24
2023-11-25,Loratadine,12
2023-11-26,Loratadine,6
2023-11-27,Loratadine,17
2023-11-28,Loratadine,24
2023-11-29,Loratadine,18
2023-11-30,Loratadine,16
2023-12-01,Loratadine,10
2023-12-02,Loratadine,15
2023-12-03,Loratadine,5
2023-12-04,Loratadine,9
2023-12-05,Loratadine,14
2023-12-06,Loratadine,6
2023-12-07,Loratadine,16
2023-12-08,Loratadine,15
2023-12-09,Loratadine,13
2023-12-10,Loratadine,8
2023-12-11,Loratadine,11
2023-12-12,Loratadine,9
2023-12-13,Loratadine,12
2023-12-14,Loratadine,9
2023-12-15,Loratadine,15
2023-12-16,Loratadine,12
2023-12-17,Loratadine,10
2023-12-18,Loratadine,13
2023-12-19,Loratadine,15
2023-12-20,Loratadine,11
2023-12-21,Loratadine,10
2023-12-22,Loratadine,15
2023-12-23,Loratadine,9
2023-12-24,Loratadine,8
2023-12-25,Loratadine,8
2023-12-26,Loratadine,9
2023-12-27,Loratadine,14
2023-12-28,Loratadine,15
2023-12-29,Loratadine,10
2023-12-30,Loratadine,12
2023-12-31,Loratadine,6
2024-01-01,Loratadine,8
2024-01-02,Loratadine,17
2024-01-03,Loratadine,15
2024-01-04,Loratadine,14
2024-01-05,Loratadine,20
2024-01-06,Loratadine,8
2024-01-07,Loratadine,5
2024-01-08,Loratadine,10
2024-01-09,Loratadine,12
2024-01-10,Loratadine,5
2024-01-11,Loratadine,8
2024-01-12,Loratadine,11
2024-01-13,Loratadine,12
2024-01-14,Loratadine,8
2024-01-15,Loratadine,10
2024-01-16,Loratadine,14
2024-01-17,Loratadine,15
2024-01-18,Loratadine,9
2024-01-19,Loratadine,11
2024-01-20,Loratadine,4
2024-01-21,Loratadine,5
2024-01-22,Loratadine,10
2024-01-23,Loratadine,13
2024-01-24,Loratadine,9
2024-01-25,Loratadine,10
2024-01-26,Loratadine,9
2024-01-27,Loratadine,11
2024-01-28,Loratadine,8
2024-01-29,Loratadine,13
2024-01-30,Loratadine,13
2024-01-31,Loratadine,7
2024-02-01,Loratadine,10
2024-02-02,Loratadine,12
2024-02-03,Loratadine,9
2024-02-04,Loratadine,8
2024-02-05,Loratadine,16
2024-02-06,Loratadine,15
2024-02-07,Loratadine,9
2024-02-08,Loratadine,14
2024-02-09,Loratadine,15
2024-02-10,Loratadine,8
2024-02-11,Loratadine,9
2024-02-12,Loratadine,11
2024-02-13,Loratadine,8
2024-02-14,Loratadine,14
2024-02-15,Loratadine,13
2024-02-16,Loratadine,12
2024-02-17,Loratadine,10
2024-02-18,Loratadine,6
2024-02-19,Loratadine,14
2024-02-20,Loratadine,12
2024-02-21,Loratadine,13
2024-02-22,Loratadine,13
2024-02-23,Loratadine,9
2024-02-24,Loratadine,8
2024-02-25,Loratadine,3
2024-02-26,Loratadine,14
2024-02-27,Loratadine,8
2024-02-28,Loratadine,13
2024-02-29,Loratadine,13
2024-03-01,Loratadine,43
2024-03-02,Loratadine,20
2024-03-03,Loratadine,21
2024-03-04,Loratadine,49
2024-03-05,Loratadine,52
2024-03-06,Loratadine,45
2024-03-07,Loratadine,37
2024-03-08,Loratadine,27
2024-03-09,Loratadine,35
2024-03-10,Loratadine,20
2024-03-11,Loratadine,39
2024-03-12,Loratadine,30
2024-03-13,Loratadine,34
2024-03-14,Loratadine,36
2024-03-15,Loratadine,40
2024-03-16,Loratadine,33
2024-03-17,Loratadine,18
2024-03-18,Loratadine,22
2024-03-19,Loratadine,51
2024-03-20,Loratadine,60
2024-03-21,Loratadine,38
2024-03-22,Loratadine,24
2024-03-23,Loratadine,23
2024-03-24,Loratadine,24
2024-03-25,Loratadine,47
2024-03-26,Loratadine,24
2024-03-27,Loratadine,35
2024-03-28,Loratadine,36
2024-03-29,Loratadine,46
2024-03-30,Loratadine,27
2024-03-31,Loratadine,12
2024-04-01,Loratadine,40
2024-04-02,Loratadine,47
2024-04-03,Loratadine,35
2024-04-04,Loratadine,38
2024-04-05,Loratadine,33
2024-04-06,Loratadine,23
2024-04-07,Loratadine,27
2024-04-08,Loratadine,38
2024-04-09,Loratadine,41
2024-04-10,Loratadine,51
2024-04-11,Loratadine,25
2024-04-12,Loratadine,32
2024-04-13,Loratadine,31
2024-04-14,Loratadine,18
2024-04-15,Loratadine,42
2024-04-16,Loratadine,34
2024-04-17,Loratadine,27
2024-04-18,Loratadine,35
2024-04-19,Loratadine,39
2024-04-20,Loratadine,37
2024-04-21,Loratadine,24
2024-04-22,Loratadine,39
2024-04-23,Loratadine,39
2024-04-24,Loratadine,34
2024-04-25,Loratadine,28
2024-04-26,Loratadine,41
2024-04-27,Loratadine,27
2024-04-28,Loratadine,31
2024-04-29,Loratadine,47
2024-04-30,Loratadine,42
2024-05-01,Loratadine,28
2024-05-02,Loratadine,34
2024-05-03,Loratadine,25
2024-05-04,Loratadine,28
2024-05-05,Loratadine,22
2024-05-06,Loratadine,37
2024-05-07,Loratadine,41
2024-05-08,Loratadine,45
2024-05-09,Loratadine,28
2024-05-10,Loratadine,31
2024-05-11,Loratadine,41
2024-05-12,Loratadine,26
2024-05-13,Loratadine,31
2024-05-14,Loratadine,35
2024-05-15,Loratadine,35
2024-05-16,Loratadine,35
2024-05-17,Loratadine,43
2024-05-18,Loratadine,50
2024-05-19,Loratadine,23
2024-05-20,Loratadine,41
2024-05-21,Loratadine,20
2024-05-22,Loratadine,32
2024-05-23,Loratadine,46
2024-05-24,Loratadine,42
2024-05-25,Loratadine,3
2024-05-26,Loratadine,25
2024-05-27,Loratadine,52
2024-05-28,Loratadine,17
2024-05-29,Loratadine,51
2024-05-30,Loratadine,9
2024-05-31,Loratadine,48
2024-06-01,Loratadine,18
2024-06-02,Loratadine,5
2024-06-03,Loratadine,23
2024-06-04,Loratadine,29
2024-06-05,Loratadine,24
2024-06-06,Loratadine,24
2024-06-07,Loratadine,20
2024-06-08,Loratadine,9
2024-06-09,Loratadine,15
2024-06-10,Loratadine,31
2024-06-11,Loratadine,28
2024-06-12,Loratadine,10
2024-06-13,Loratadine,12
2024-06-14,Loratadine,18
2024-06-15,Loratadine,10
2024-06-16,Loratadine,13
2024-06-17,Loratadine,23
2024-06-18,Loratadine,14
2024-06-19,Loratadine,26
2024-06-20,Loratadine,24
2024-06-21,Loratadine,20
2024-06-22,Loratadine,17
2024-06-23,Loratadine,6
2024-06-24,Loratadine,19
2024-06-25,Loratadine,22
2024-06-26,Loratadine,23
2024-06-27,Loratadine,23
2024-06-28,Loratadine,24
2024-06-29,Loratadine,17
2024-06-30,Loratadine,14
2024-07-01,Loratadine,27
2024-07-02,Loratadine,21
2024-07-03,Loratadine,24
2024-07-04,Loratadine,20
2024-07-05,Loratadine,19
2024-07-06,Loratadine,20
2024-07-07,Loratadine,11
2024-07-08,Loratadine,23
2024-07-09,Loratadine,22
2024-07-10,Loratadine,20
2024-07-11,Loratadine,19
2024-07-12,Loratadine,20
2024-07-13,Loratadine,10
2024-07-14,Loratadine,14
2024-07-15,Loratadine,22
2024-07-16,Loratadine,27
2024-07-17,Loratadine,19
2024-07-18,Loratadine,32
2024-07-19,Loratadine,21
2024-07-20,Loratadine,14
2024-07-21,Loratadine,10
2024-07-22,Loratadine,11
2024-07-23,Loratadine,31
2024-07-24,Loratadine,30
2024-07-25,Loratadine,24
2024-07-26,Loratadine,18
2024-07-27,Loratadine,27
2024-07-28,Loratadine,12
2024-07-29,Loratadine,20
2024-07-30,Loratadine,21
2024-07-31,Loratadine,26
2024-08-01,Loratadine,33
2024-08-02,Loratadine,25
2024-08-03,Loratadine,16
2024-08-04,Loratadine,11
2024-08-05,Loratadine,11
2024-08-06,Loratadine,20
2024-08-07,Loratadine,29
2024-08-08,Loratadine,24
2024-08-09,Loratadine,23
2024-08-10,Loratadine,13
2024-08-11,Loratadine,14
2024-08-12,Loratadine,27
2024-08-13,Loratadine,25
2024-08-14,Loratadine,16
2024-08-15,Loratadine,17
2024-08-16,Loratadine,29
2024-08-17,Loratadine,3
2024-08-18,Loratadine,14
2024-08-19,Loratadine,36
2024-08-20,Loratadine,9
2024-08-21,Loratadine,15
2024-08-22,Loratadine,21
2024-08-23,Loratadine,20
2024-08-24,Loratadine,23
2024-08-25,Loratadine,15
2024-08-26,Loratadine,22
2024-08-27,Loratadine,27
2024-08-28,Loratadine,22
2024-08-29,Loratadine,39
2024-08-30,Loratadine,24
2024-08-31,Loratadine,19
2024-09-01,Loratadine,6
2024-09-02,Loratadine,15
2024-09-03,Loratadine,24
2024-09-04,Loratadine,12
2024-09-05,Loratadine,8
2024-09-06,Loratadine,20
2024-09-07,Loratadine,21
2024-09-08,Loratadine,11
2024-09-09,Loratadine,16
2024-09-10,Loratadine,9
2024-09-11,Loratadine,21
2024-09-12,Loratadine,21
2024-09-13,Loratadine,10
2024-09-14,Loratadine,20
2024-09-15,Loratadine,13
2024-09-16,Loratadine,23
2024-09-17,Loratadine,21
2024-09-18,Loratadine,22
2024-09-19,Loratadine,20
2024-09-20,Loratadine,24
2024-09-21,Loratadine,8
2024-09-22,Loratadine,7
2024-09-23,Loratadine,14
2024-09-24,Loratadine,18
2024-09-25,Loratadine,21
2024-09-26,Loratadine,19
2024-09-27,Loratadine,25
2024-09-28,Loratadine,20
2024-09-29,Loratadine,8
2024-09-30,Loratadine,19
2024-10-01,Loratadine,14
2024-10-02,Loratadine,18
2024-10-03,Loratadine,19
2024-10-04,Loratadine,2
2024-10-05,Loratadine,25
2024-10-06,Loratadine,13
2024-10-07,Loratadine,15
2024-10-08,Loratadine,28
2024-10-09,Loratadine,17
2024-10-10,Loratadine,18
2024-10-11,Loratadine,17
2024-10-12,Loratadine,22
2024-10-13,Loratadine,11
2024-10-14,Loratadine,19
2024-10-15,Loratadine,25
2024-10-16,Loratadine,22
2024-10-17,Loratadine,18
2024-10-18,Loratadine,25
2024-10-19,Loratadine,26
2024-10-20,Loratadine,12
2024-10-21,Loratadine,18
2024-10-22,Loratadine,20
2024-10-23,Loratadine,25
2024-10-24,Loratadine,15
2024-10-25,Loratadine,18
2024-10-26,Loratadine,9
2024-10-27,Loratadine,8
2024-10-28,Loratadine,15
2024-10-29,Loratadine,18
2024-10-30,Loratadine,28
2024-10-31,Loratadine,20
2024-11-01,Loratadine,15
2024-11-02,Loratadine,12
2024-11-03,Loratadine,15
2024-11-04,Loratadine,23
2024-11-05,Loratadine,19
2024-11-06,Loratadine,12
2024-11-07,Loratadine,23
2024-11-08,Loratadine,14
2024-11-09,Loratadine,17
2024-11-10,Loratadine,18
2024-11-11,Loratadine,19
2024-11-12,Loratadine,15
2024-11-13,Loratadine,21
2024-11-14,Loratadine,16
2024-11-15,Loratadine,12
2024-11-16,Loratadine,18
2024-11-17,Loratadine,14
2024-11-18,Loratadine,12
2024-11-19,Loratadine,17
2024-11-20,Loratadine,14
2024-11-21,Loratadine,17
2024-11-22,Loratadine,17
2024-11-23,Loratadine,11
2024-11-24,Loratadine,17
2024-11-25,Loratadine,20
2024-11-26,Loratadine,22
2024-11-27,Loratadine,23
2024-11-28,Loratadine,22
2024-11-29,Loratadine,17
2024-11-30,Loratadine,17
2024-12-01,Loratadine,7
2024-12-02,Loratadine,14
2024-12-03,Loratadine,14
2024-12-04,Loratadine,12
2024-12-05,Loratadine,8
2024-12-06,Loratadine,14
2024-12-07,Loratadine,10
2024-12-08,Loratadine,4
2024-12-09,Loratadine,14
2024-12-10,Loratadine,17
2024-12-11,Loratadine,22
2024-12-12,Loratadine,11
2024-12-13,Loratadine,12
2024-12-14,Loratadine,8
2024-12-15,Loratadine,8
2024-12-16,Loratadine,13
2024-12-17,Loratadine,10
2024-12-18,Loratadine,13
2024-12-19,Loratadine,6
2024-12-20,Loratadine,17
2024-12-21,Loratadine,9
2024-12-22,Loratadine,8
2024-12-23,Loratadine,8
2024-12-24,Loratadine,11
2024-12-25,Loratadine,12
2024-12-26,Loratadine,13
2024-12-27,Loratadine,16
2024-12-28,Loratadine,15
2024-12-29,Loratadine,9
2024-12-30,Loratadine,16
2024-12-31,Loratadine,18
2023-01-01,Metformine,17
2023-01-02,Metformine,45
2023-01-03,Metformine,47
2023-01-04,Metformine,45
2023-01-05,Metformine,38
2023-01-06,Metformine,45
2023-01-07,Metformine,34
2023-01-08,Metformine,28
2023-01-09,Metformine,46
2023-01-10,Metformine,48
2023-01-11,Metformine,29
2023-01-12,Metformine,33
2023-01-13,Metformine,40
2023-01-14,Metformine,40
2023-01-15,Metformine,25
2023-01-16,Metformine,40
2023-01-17,Metformine,50
2023-01-18,Metformine,48
2023-01-19,Metformine,42
2023-01-20,Metformine,45
2023-01-21,Metformine,36
2023-01-22,Metformine,27
2023-01-23,Metformine,47
2023-01-24,Metformine,46
2023-01-25,Metformine,47
2023-01-26,Metformine,46
2023-01-27,Metformine,42
2023-01-28,Metformine,38
2023-01-29,Metformine,26
2023-01-30,Metformine,34
2023-01-31,Metformine,37
2023-02-01,Metformine,41
2023-02-02,Metformine,44
2023-02-03,Metformine,47
2023-02-04,Metformine,37
2023-02-05,Metformine,30
2023-02-06,Metformine,38
2023-02-07,Metformine,44
2023-02-08,Metformine,45
2023-02-09,Metformine,40
2023-02-10,Metformine,46
2023-02-11,Metformine,32
2023-02-12,Metformine,29
2023-02-13,Metformine,40
2023-02-14,Metformine,51
2023-02-15,Metformine,44
2023-02-16,Metformine,46
2023-02-17,Metformine,46
2023-02-18,Metformine,36
2023-02-19,Metformine,25
2023-02-20,Metformine,43
2023-02-21,Metformine,46
2023-02-22,Metformine,42
2023-02-23,Metformine,42
2023-02-24,Metformine,44
2023-02-25,Metformine,43
2023-02-26,Metformine,26
2023-02-27,Metformine,47
2023-02-28,Metformine,44
2023-03-01,Metformine,45
2023-03-02,Metformine,38
2023-03-03,Metformine,45
2023-03-04,Metformine,37
2023-03-05,Metformine,29
2023-03-06,Metformine,43
2023-03-07,Metformine,49
2023-03-08,Metformine,47
2023-03-09,Metformine,48
2023-03-10,Metformine,46
2023-03-11,Metformine,43
2023-03-12,Metformine,25
2023-03-13,Metformine,40
2023-03-14,Metformine,41
2023-03-15,Metformine,52
2023-03-16,Metformine,45
2023-03-17,Metformine,46
2023-03-18,Metformine,40
2023-03-19,Metformine,28
2023-03-20,Metformine,49
2023-03-21,Metformine,40
2023-03-22,Metformine,44
2023-03-23,Metformine,41
2023-03-24,Metformine,40
2023-03-25,Metformine,40
2023-03-26,Metformine,26
2023-03-27,Metformine,45
2023-03-28,Metformine,53
2023-03-29,Metformine,44
2023-03-30,Metformine,41
2023-03-31,Metformine,47
2023-04-01,Metformine,39
2023-04-02,Metformine,25
2023-04-03,Metformine,41
2023-04-04,Metformine,48
2023-04-05,Metformine,46
2023-04-06,Metformine,36
2023-04-07,Metformine,43
2023-04-08,Metformine,41
2023-04-09,Metformine,27
2023-04-10,Metformine,40
2023-04-11,Metformine,44
2023-04-12,Metformine,45
2023-04-13,Metformine,45
2023-04-14,Metformine,42
2023-04-15,Metformine,34
2023-04-16,Metformine,27
2023-04-17,Metformine,43
2023-04-18,Metformine,47
2023-04-19,Metformine,41
2023-04-20,Metformine,44
2023-04-21,Metformine,51
2023-04-22,Metformine,38
2023-04-23,Metformine,27
2023-04-24,Metformine,43
2023-04-25,Metformine,42
2023-04-26,Metformine,45
2023-04-27,Metformine,47
2023-04-28,Metformine,47
2023-04-29,Metformine,34
2023-04-30,Metformine,26
2023-05-01,Metformine,31
2023-05-02,Metformine,44
2023-05-03,Metformine,47
2023-05-04,Metformine,45
2023-05-05,Metformine,50
2023-05-06,Metformine,41
2023-05-07,Metformine,29
2023-05-08,Metformine,40
2023-05-09,Metformine,42
2023-05-10,Metformine,45
2023-05-11,Metformine,42
2023-05-12,Metformine,43
2023-05-13,Metformine,36
2023-05-14,Metformine,26
2023-05-15,Metformine,41
2023-05-16,Metformine,44
2023-05-17,Metformine,49
2023-05-18,Metformine,44
2023-05-19,Metformine,56
2023-05-20,Metformine,37
2023-05-21,Metformine,26
2023-05-22,Metformine,43
2023-05-23,Metformine,46
2023-05-24,Metformine,47
2023-05-25,Metformine,50
2023-05-26,Metformine,44
2023-05-27,Metformine,39
2023-05-28,Metformine,27
2023-05-29,Metformine,38
2023-05-30,Metformine,48
2023-05-31,Metformine,50
2023-06-01,Metformine,40
2023-06-02,Metformine,47
2023-06-03,Metformine,32
2023-06-04,Metformine,24
2023-06-05,Metformine,47
2023-06-06,Metformine,44
2023-06-07,Metformine,42
2023-06-08,Metformine,44
2023-06-09,Metformine,46
2023-06-10,Metformine,36
2023-06-11,Metformine,28
2023-06-12,Metformine,40
2023-06-13,Metformine,42
2023-06-14,Metformine,46
2023-06-15,Metformine,47
2023-06-16,Metformine,52
2023-06-17,Metformine,35
2023-06-18,Metformine,29
2023-06-19,Metformine,41
2023-06-20,Metformine,52
2023-06-21,Metformine,42
2023-06-22,Metformine,48
2023-06-23,Metformine,45
2023-06-24,Metformine,43
2023-06-25,Metformine,28
2023-06-26,Metformine,40
2023-06-27,Metformine,44
2023-06-28,Metformine,48
2023-06-29,Metformine,47
2023-06-30,Metformine,47
2023-07-01,Metformine,37
2023-07-02,Metformine,28
2023-07-03,Metformine,44
2023-07-04,Metformine,41
2023-07-05,Metformine,43
2023-07-06,Metformine,44
2023-07-07,Metformine,52
2023-07-08,Metformine,42
2023-07-09,Metformine,29
2023-07-10,Metformine,45
2023-07-11,Metformine,48
2023-07-12,Metformine,43
2023-07-13,Metformine,43
2023-07-14,Metformine,45
2023-07-15,Metformine,34
2023-07-16,Metformine,28
2023-07-17,Metformine,44
2023-07-18,Metformine,48
2023-07-19,Metformine,48
2023-07-20,Metformine,44
2023-07-21,Metformine,50
2023-07-22,Metformine,37
2023-07-23,Metformine,28
2023-07-24,Metformine,41
2023-07-25,Metformine,47
2023-07-26,Metformine,48
2023-07-27,Metformine,42
2023-07-28,Metformine,48
2023-07-29,Metformine,36
2023-07-30,Metformine,18
2023-07-31,Metformine,40
2023-08-01,Metformine,50
2023-08-02,Metformine,50
2023-08-03,Metformine,46
2023-08-04,Metformine,55
2023-08-05,Metformine,37
2023-08-06,Metformine,33
2023-08-07,Metformine,43
2023-08-08,Metformine,47
2023-08-09,Metformine,45
2023-08-10,Metformine,45
2023-08-11,Metformine,51
2023-08-12,Metformine,37
2023-08-13,Metformine,31
2023-08-14,Metformine,31
2023-08-15,Metformine,47
2023-08-16,Metformine,43
2023-08-17,Metformine,45
2023-08-18,Metformine,48
2023-08-19,Metformine,36
2023-08-20,Metformine,18
2023-08-21,Metformine,37
2023-08-22,Metformine,45
2023-08-23,Metformine,41
2023-08-24,Metformine,42
2023-08-25,Metformine,48
2023-08-26,Metformine,39
2023-08-27,Metformine,28
2023-08-28,Metformine,46
2023-08-29,Metformine,44
2023-08-30,Metformine,47
2023-08-31,Metformine,41
2023-09-01,Metformine,46
2023-09-02,Metformine,35
2023-09-03,Metformine,25
2023-09-04,Metformine,48
2023-09-05,Metformine,49
2023-09-06,Metformine,50
2023-09-07,Metformine,44
2023-09-08,Metformine,51
2023-09-09,Metformine,33
2023-09-10,Metformine,29
2023-09-11,Metformine,45
2023-09-12,Metformine,48
2023-09-13,Metformine,48
2023-09-14,Metformine,41
2023-09-15,Metformine,43
2023-09-16,Metformine,36
2023-09-17,Metformine,29
2023-09-18,Metformine,46
2023-09-19,Metformine,42
2023-09-20,Metformine,43
2023-09-21,Metformine,42
2023-09-22,Metformine,47
2023-09-23,Metformine,34
2023-09-24,Metformine,24
2023-09-25,Metformine,42
2023-09-26,Metformine,47
2023-09-27,Metformine,42
2023-09-28,Metformine,44
2023-09-29,Metformine,52
2023-09-30,Metformine,34
2023-10-01,Metformine,27
2023-10-02,Metformine,48
2023-10-03,Metformine,45
2023-10-04,Metformine,44
2023-10-05,Metformine,48
2023-10-06,Metformine,47
2023-10-07,Metformine,41
2023-10-08,Metformine,28
2023-10-09,Metformine,43
2023-10-10,Metformine,48
2023-10-11,Metformine,48
2023-10-12,Metformine,48
2023-10-13,Metformine,47
2023-10-14,Metformine,38
2023-10-15,Metformine,27
2023-10-16,Metformine,47
2023-10-17,Metformine,43
2023-10-18,Metformine,50
2023-10-19,Metformine,46
2023-10-20,Metformine,44
2023-10-21,Metformine,42
2023-10-22,Metformine,32
2023-10-23,Metformine,48
2023-10-24,Metformine,52
2023-10-25,Metformine,47
2023-10-26,Metformine,39
2023-10-27,Metformine,42
2023-10-28,Metformine,39
2023-10-29,Metformine,26
2023-10-30,Metformine,41
2023-10-31,Metformine,46
2023-11-01,Metformine,49
2023-11-02,Metformine,40
2023-11-03,Metformine,47
2023-11-04,Metformine,43
2023-11-05,Metformine,25
2023-11-06,Metformine,33
2023-11-07,Metformine,45
2023-11-08,Metformine,49
2023-11-09,Metformine,48
2023-11-10,Metformine,52
2023-11-11,Metformine,41
2023-11-12,Metformine,25
2023-11-13,Metformine,48
2023-11-14,Metformine,44
2023-11-15,Metformine,48
2023-11-16,Metformine,46
2023-11-17,Metformine,51
2023-11-18,Metformine,27
2023-11-19,Metformine,26
2023-11-20,Metformine,40
2023-11-21,Metformine,50
2023-11-22,Metformine,48
2023-11-23,Metformine,49
2023-11-24,Metformine,49
2023-11-25,Metformine,34
2023-11-26,Metformine,30
2023-11-27,Metformine,44
2023-11-28,Metformine,48
2023-11-29,Metformine,45
2023-11-30,Metformine,50
2023-12-01,Metformine,46
2023-12-02,Metformine,37
2023-12-03,Metformine,28
2023-12-04,Metformine,41
2023-12-05,Metformine,48
2023-12-06,Metformine,53
2023-12-07,Metformine,43
2023-12-08,Metformine,51
2023-12-09,Metformine,31
2023-12-10,Metformine,28
2023-12-11,Metformine,44
2023-12-12,Metformine,44
2023-12-13,Metformine,51
2023-12-14,Metformine,44
2023-12-15,Metformine,49
2023-12-16,Metformine,37
2023-12-17,Metformine,24
2023-12-18,Metformine,41
2023-12-19,Metformine,50
2023-12-20,Metformine,40
2023-12-21,Metformine,42
2023-12-22,Metformine,48
2023-12-23,Metformine,44
2023-12-24,Metformine,29
2023-12-25,Metformine,43
2023-12-26,Metformine,52
2023-12-27,Metformine,45
2023-12-28,Metformine,48
2023-12-29,Metformine,44
2023-12-30,Metformine,42
2023-12-31,Metformine,27
2024-01-01,Metformine,29
2024-01-02,Metformine,46
2024-01-03,Metformine,48
2024-01-04,Metformine,43
2024-01-05,Metformine,51
2024-01-06,Metformine,37
2024-01-07,Metformine,29
2024-01-08,Metformine,47
2024-01-09,Metformine,47
2024-01-10,Metformine,46
2024-01-11,Metformine,32
2024-01-12,Metformine,52
2024-01-13,Metformine,45
2024-01-14,Metformine,30
2024-01-15,Metformine,48
2024-01-16,Metformine,58
2024-01-17,Metformine,49
2024-01-18,Metformine,47
2024-01-19,Metformine,52
2024-01-20,Metformine,36
2024-01-21,Metformine,27
2024-01-22,Metformine,44
2024-01-23,Metformine,50
2024-01-24,Metformine,47
2024-01-25,Metformine,46
2024-01-26,Metformine,54
